id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
insurance--official_channel_confusion,Insurance,finance,trust,Users cannot tell which Insurance channels are official and safe,90,88,77,85,62,"Official-channel registries, signed notifications, and trust-verification UX."
insurance--knowledge_fragmentation,Insurance,finance,support,"Users in Insurance get contradictory answers across help content, AI, and agents",74,63,73,72,84,"Unified knowledge graph, answer verification, and source-aware support systems."
insurance--identity_proofing_friction,Insurance,finance,identity,Legitimate users in Insurance fail identity proofing while fraudsters still slip through,86,75,67,80,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
crypto--imposter_scam,Crypto Exchange,finance,fraud,Users cannot tell real Crypto Exchange outreach from imposter scams,99,83,85,89,60,"Trust verification layer, message provenance, and outbound notice registry."
crypto--social_media_scam,Crypto Exchange,finance,fraud,Users get pulled from social feeds into fake Crypto Exchange offers,96,84,90,89,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
crypto--deepfake_voice_fraud,Crypto Exchange,finance,fraud,Users are vulnerable to deepfake or voice-clone fraud in Crypto Exchange,100,90,72,89,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
crypto--phishing_login_flow,Crypto Exchange,finance,identity,Users are tricked into phishing flows that mimic official Crypto Exchange login pages,100,94,79,91,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
crypto--job_opportunity_trap,Crypto Exchange,finance,fraud,Users chasing Crypto Exchange opportunities fall into fake jobs or business offers,92,89,77,86,57,"Listing verification, recruiter proofing, and payout-safe workflows."
crypto--rental_listing_fraud,Crypto Exchange,finance,fraud,Users searching Crypto Exchange listings cannot tell fake inventory from real supply,91,76,71,81,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
crypto--investment_scam,Crypto Exchange,finance,fraud,Users are lured into fake Crypto Exchange investment or yield schemes,100,88,66,86,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
crypto--seller_trust_gap,Crypto Exchange,finance,marketplace,Users do not trust whether a Crypto Exchange seller or provider is real,88,79,83,84,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
crypto--fake_reviews,Crypto Exchange,finance,trust,"Users cannot trust reviews, ratings, or testimonials in Crypto Exchange",82,72,86,80,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
crypto--delivery_confusion,Crypto Exchange,finance,operations,Users struggle to understand real delivery status in Crypto Exchange,80,72,85,79,70,"Verified status feeds, exception alerts, and unified tracking UX."
crypto--refund_delay,Crypto Exchange,finance,payments,Users cannot predict when Crypto Exchange refunds will actually arrive,84,70,81,80,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
crypto--billing_confusion,Crypto Exchange,finance,payments,"Users do not understand Crypto Exchange charges, renewals, or fee structure",86,73,84,82,74,"Explainable billing, charge provenance, and proactive anomaly notices."
crypto--subscription_cancellation,Crypto Exchange,finance,payments,Users cannot cancel or downgrade Crypto Exchange subscriptions cleanly,79,69,80,76,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
crypto--account_takeover,Crypto Exchange,finance,identity,Users lose access to Crypto Exchange accounts through takeover or session theft,99,90,74,89,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
crypto--password_reset_pain,Crypto Exchange,finance,identity,Users hit dead ends in Crypto Exchange password reset and recovery flows,77,72,82,78,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
crypto--otp_mfa_fatigue,Crypto Exchange,finance,identity,Users in Crypto Exchange face OTP and MFA fatigue without feeling truly protected,83,69,72,76,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
crypto--support_wait_time,Crypto Exchange,finance,support,Users cannot reach useful human support quickly in Crypto Exchange,85,71,87,82,75,"Intent-aware routing, better escalation triggers, and queue transparency."
crypto--self_service_failure,Crypto Exchange,finance,support,Users try self-service in Crypto Exchange but still end up stuck,81,71,88,81,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
crypto--ai_handoff_gap,Crypto Exchange,finance,support,Users in Crypto Exchange get trapped between AI help and human help,84,78,81,83,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
crypto--feedback_void,Crypto Exchange,finance,support,Users report problems in Crypto Exchange but feel nothing changes,72,65,76,72,66,Closed-loop feedback orchestration and action-trace dashboards.
crypto--privacy_transparency_gap,Crypto Exchange,finance,privacy,Users do not understand how Crypto Exchange uses personal data,78,62,78,75,67,"Plain-language data notices, purpose-level controls, and permission history."
crypto--onboarding_dropoff,Crypto Exchange,finance,conversion,Users abandon Crypto Exchange onboarding before seeing value,76,65,85,78,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
crypto--checkout_abandonment,Crypto Exchange,finance,conversion,Users in Crypto Exchange abandon checkout when trust or cost changes too late,82,72,83,82,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
crypto--hidden_fees,Crypto Exchange,finance,payments,Users discover hidden or confusing fees in Crypto Exchange too late,80,71,77,78,66,"Price breakdowns, fee explainers, and cost-delta warnings."
crypto--official_channel_confusion,Crypto Exchange,finance,trust,Users cannot tell which Crypto Exchange channels are official and safe,93,88,80,86,58,"Official-channel registries, signed notifications, and trust-verification UX."
crypto--knowledge_fragmentation,Crypto Exchange,finance,support,"Users in Crypto Exchange get contradictory answers across help content, AI, and agents",77,63,75,74,79,"Unified knowledge graph, answer verification, and source-aware support systems."
crypto--identity_proofing_friction,Crypto Exchange,finance,identity,Legitimate users in Crypto Exchange fail identity proofing while fraudsters still slip through,89,75,69,81,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
payments--imposter_scam,Payments,finance,fraud,Users cannot tell real Payments outreach from imposter scams,79,83,88,83,62,"Trust verification layer, message provenance, and outbound notice registry."
payments--social_media_scam,Payments,finance,fraud,Users get pulled from social feeds into fake Payments offers,76,84,93,83,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
payments--deepfake_voice_fraud,Payments,finance,fraud,Users are vulnerable to deepfake or voice-clone fraud in Payments,80,90,74,82,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
payments--phishing_login_flow,Payments,finance,identity,Users are tricked into phishing flows that mimic official Payments login pages,81,94,81,85,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
payments--job_opportunity_trap,Payments,finance,fraud,Users chasing Payments opportunities fall into fake jobs or business offers,74,89,79,80,59,"Listing verification, recruiter proofing, and payout-safe workflows."
payments--rental_listing_fraud,Payments,finance,fraud,Users searching Payments listings cannot tell fake inventory from real supply,73,76,73,75,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
payments--investment_scam,Payments,finance,fraud,Users are lured into fake Payments investment or yield schemes,82,88,68,80,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
payments--seller_trust_gap,Payments,finance,marketplace,Users do not trust whether a Payments seller or provider is real,71,79,86,79,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
payments--fake_reviews,Payments,finance,trust,"Users cannot trust reviews, ratings, or testimonials in Payments",66,72,89,76,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
payments--delivery_confusion,Payments,finance,operations,Users struggle to understand real delivery status in Payments,64,72,88,74,73,"Verified status feeds, exception alerts, and unified tracking UX."
payments--refund_delay,Payments,finance,payments,Users cannot predict when Payments refunds will actually arrive,67,70,84,75,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
payments--billing_confusion,Payments,finance,payments,"Users do not understand Payments charges, renewals, or fee structure",69,73,87,77,77,"Explainable billing, charge provenance, and proactive anomaly notices."
payments--subscription_cancellation,Payments,finance,payments,Users cannot cancel or downgrade Payments subscriptions cleanly,63,69,82,71,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
